,gid,Level,Current Status,Location,IntakeDate,Level Reason,Special Intake Information,HW,Sex,Animal ID,Microchip ID,Rabies Revaccination Date,Weight,Hold,Age,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed,parent gid,parent completed
447,1211890399801382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211890533739418,False
448,1211890487891299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211890487712351,False
449,1211890399232445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211890399124735,False
450,1211890399149518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211890487001553,False
451,1211894914825288,L2,Pending Behavior Assessment,Foster Friendly Finder,,L2-OA/BR/LB,,-,M,A0058252089,,,57,,01 year(s) 06 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1209903688251769,False
452,1211886368270079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886263374817,False
453,1211886063625403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886367917136,False
454,1211886063621327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886367494392,False
455,1211894914729452,L1,Stray Wait,Foster Friendly Finder,,L1,,-,S,A0059753002,,,48,,04 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211886262330479,False
456,1211894823184697,L1,Stray Wait,Foster Friendly Finder,,L1,,-,F,A0059751195,,,12,,01 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211886261283005,False
457,1211886060454165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886259780948,False
458,1211886060360877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886260193476,False
459,1211886060362122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886364642578,False
460,1211886260259087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211886259287214,False
461,1211871757136882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871888551804,False
462,1211871757167349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871892098191,False
463,1211871888922277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871888829938,False
464,1211871892313604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871888832381,False
465,1211871892314923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871757057192,False
466,1211871891222249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871620630002,False
467,1211871620656437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871891015908,False
468,1211889073222976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871755264125,False
469,1211871890997670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871886685283,False
470,1211871890977163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871755380312,False
471,1211871887428543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871885776713,False
472,1211871890809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871756501274,False
473,1211894959584452,L2,Stray Wait,Foster Friendly Finder,,L2-A,,-,M,A0059746342,,,69,,03 year(s) 00 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1211871756319293,False
474,1211871887179256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871887092707,False
475,1211871616935154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211871883674223,False
476,1211857445025216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211857385151241,False
477,1211857443100390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211857439064183,False
478,1211844860078064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211844925798921,False
479,1211844627781754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211844627712300,False
480,1211844858477243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211844922638359,False
481,1211844858469473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211844924263866,False
482,1211844858449345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211844625739252,False
483,1211844626281686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211844858341251,False
484,1211894909215968,L2,Urgent,Foster Foster Home,,L2-SF,,-,S,A0059276909,,,41,,02 year(s) 02 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211203919519535,False
485,1211894915276525,L1,Available,Foster Foster Home,,L1,,-,F,A0059716440,,,55,,00 year(s) 11 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211814498891662,False
486,1211814622064724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211814499780034,False
487,1211814499968987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211814499107777,False
488,1211810406388821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810269957772,False
489,1211810324865578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810323751561,False
490,1211810270251981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810270022897,False
491,1211810269926495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810267190069,False
492,1211810324396784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810269795592,False
493,1211892810426468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810324234243,False
494,1211810405843437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810267915517,False
495,1211810324261365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810324242645,False
496,1211801385427596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211801538027357,False
497,1211801384581239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211801412881103,False
498,1211893009349393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211801536935938,False
499,1211801383595929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211801413814591,False
500,1211895049670641,L1,Adopted,Foster Trial Adoption,,L1,,-,F,A0059691645,,,12,,04 year(s) 00 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1211779618993426,False
501,1211764841363278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211764914061749,False
502,1211752318469573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211752654735082,False
503,1211749444323570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211749444297408,False
504,1211746997353369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211747154777114,False
505,1211746760957703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211746760945917,False
506,1211746997234508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211747152295919,False
507,1211746760909722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211746760874381,False
508,1211737990917105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211737870601461,False
509,1211737990807419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211737990014871,False
510,1211737990557392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211737990473893,False
511,1211894822177354,L1,Available,Foster Foster Home,,L1,,-,N,A0058544482,,,53,,02 year(s) 05 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1210349007311575,False
512,1211894914753544,L1,Adopted,Foster Trial Adoption,,L1,,-,N,A0059594495,,,5,,00 year(s) 06 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1211633752260293,False
513,1211713172412420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211713222911494,False
514,1211691338369343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211691337632701,False
515,1211894915446236,L1,Available,Foster Friendly Finder,,L1,,-,F,A0059632054,,,66,,03 year(s) 00 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1211691337424014,False
516,1211691338228984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211691287770875,False
517,1211688245229997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211687930016566,False
518,1211688244730255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211687928937798,False
519,1211688130682143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211688130578613,False
520,1211688130689128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211687929487376,False
521,1211678186280525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211678052662869,False
522,1211669054431381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211669054389635,False
523,1211894958976012,L1,Trial Adoption,Foster Foster Home,,L1,,-,F,A0059615739,,,5,,03 year(s) 00 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211669052082171,False
524,1211668897943604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211668770796131,False
525,1211656261838226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656152185905,False
526,1211656417881090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656261512769,False
527,1211656417658625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656415765458,False
528,1211656154104543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656414112341,False
529,1211656417528351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656417479978,False
530,1211656154057789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656417483057,False
531,1211656417525299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656153988929,False
532,1211656261408786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656261048186,False
533,1211656154048929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656152975915,False
534,1211656153935918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656261048251,False
535,1211656261296539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656150197598,False
536,1211656261304384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656414369437,False
537,1211656417407718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211656416263826,False
538,1211895046712673,L1,Trial Adoption,Foster Trial Adoption,,L1,,-,M,A0059599395,,,8,,01 year(s) 00 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1211645085589883,False
539,1211894915610599,L1,Available,Foster Foster Home,,L1,,-,N,A0059045109,,,25,,00 year(s) 10 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1211583766219425,False
540,1211895049928193,L1,Trial Adoption,Foster Trial Adoption,,L1,,-,S,A0059593150,,,23,,00 year(s) 06 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1211633857183012,False
541,1211764111011620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211618122045055,False
542,1211615645627612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211615767196235,False
543,1211615768882197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211615768852412,False
544,1211619295349783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211615644748598,False
545,1211594862443511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1208793769525876,False
546,1211594884945488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211594884871898,False
547,1211594788935991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211594884684417,False
548,1211594859560825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211594788259958,False
549,1211894915682952,L2,Available,Foster Foster Home,,L2- BR/OA,,-,M,A0059028091,,,67,,02 year(s) 03 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211583871401618,False
550,1211895049989107,L1,Available,Foster Foster Home,,L1,,-,M,A0058706791,,,58,,02 year(s) 04 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1211583932726842,False
551,1211894959030551,L1,Available,Foster Foster Home,,L1,,-,N,A0058847356,,,55,,02 year(s) 04 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1211583766444178,False
552,1211572391148540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211572391034101,False
553,1211572391136147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211572701983220,False
554,1211894959584461,L1,Available,Foster Foster Home,,L1,,-,S,A0058592959,,,47,,03 year(s) 05 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1210418607733654,False
555,1211894819885016,L2,Available,Foster Foster Home,,L2-SF,,-,F,A0059225645,,,35,,02 year(s) 02 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1211131133396790,False
556,1211895049528664,L1,Available,Foster Foster Home,,L1,,-,N,A0059527362,,,44,,00 year(s) 09 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211540960318013,False
557,1211894819885025,L1,Available,Foster Foster Home,,L1,,-,S,A0059224364,,,32,,01 year(s) 08 month(s) 18 day(s),,,,,,,,,,,,,,,,,,,False,1211541006890618,False
558,1211894915487831,L2,Available,Foster Foster Home,,L2-OA,,-,N,A0059026165,,,47,,00 year(s) 11 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1210959870284648,False
559,1211528989514541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211528919108396,False
560,1211894915688284,L1,Trial Adoption,Foster Trial Adoption,,L1,,-,S,A0059110884,,,31,,01 year(s) 08 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1211061537993089,False
561,1211504529502984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211504449285722,False
562,1211486533912738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211486713391178,False
563,1211484259861359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211484333420867,False
564,1211473907471471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211473858369333,False
565,1211473674197366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211473858317657,False
566,1211473858639183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211473673914926,False
567,1211473674006030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211473673914958,False
568,1211462712785513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211462776430675,False
569,1211462654108710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211462776193866,False
570,1211894960275341,L1,Available,Foster Foster Home,,L1,,-,S,A0057774743,,,44,,02 year(s) 09 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1209297945587449,False
571,1211434916719824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211434871139702,False
572,1211434871172555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211434976667264,False
573,1211434979314196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211434916040794,False
574,1211894915923002,L2,Available,Foster Foster Home,,L2-BR,,-,N,A0058991756,,,58,,03 year(s) 03 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1210934277628637,False
575,1211894960185521,L1,Available,Foster Foster Home,,L1,,-,S,A0059379590,,,39,,02 year(s) 01 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211391456382213,False
576,1211894960238152,L1,Available,Foster Foster Home,,L1,,-,F,A0059368995,,,42,,00 year(s) 08 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211380009002823,False
577,1211379972556319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211380105562858,False
578,1211894915952778,L1,Available,Foster Foster Home,,L1,,-,N,A0059361697,,,60,,02 year(s) 07 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211368371694459,False
579,1211355592680254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211355424409320,False
580,1211355505128773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211355591488440,False
581,1211355423447140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211355423373362,False
582,1211894960402151,L1,Available,Foster Foster Home,,L1,,-,S,A0058970456,,,51,,02 year(s) 03 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1211310892936625,False
583,1211894910871398,L1,Available,Foster Foster Home,,L1,,-,N,A0059295258,,,85,,03 year(s) 02 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1211255096471929,False
584,1211895050329750,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0059270614,,,30,,00 year(s) 11 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1211190447384043,False
585,1211894916044761,L2,Available,Foster Foster Home,,L2-OA/JM,,-,N,A0058215215,,,60,,03 year(s) 07 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1209840320658103,False
586,1211894915398704,L1,Available,Foster Foster Home,,L1,,-,N,A0059220107,,,74,,03 year(s) 02 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1211128175221612,False
587,1211894915141391,L2,Available,Foster Foster Home,,L2-SF,,-,N,A0057177276,,,34,,04 year(s) 00 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1208654334748030,False
588,1211894914923183,L1,Available,Foster Foster Home,,L1,,-,N,A0059004782,,,50,,04 year(s) 03 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1210923618666724,False
589,1211894914755580,L1,Trial Adoption,Foster Trial Adoption,,L1,,-,S,A0058994579,,,53,,01 year(s) 03 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1210912477011786,False
590,1210807145804983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210807141659200,False
591,1211895049864055,L1,Available,Foster Foster Home,,L1,,-,S,A0058897336,,,33,,00 year(s) 09 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1210780960149530,False
592,1210577923521809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210577821542477,False
593,1210577953669640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210577921772377,False
594,1210577953622649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210577819472322,False
595,1210577820903789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210577921096062,False
596,1210566089233177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210566047414845,False
597,1210549120686821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210549210127131,False
598,1210549129604776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210549208872911,False
599,1210549120662313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210549118891032,False
600,1210549120637698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210549120255890,False
601,1210549129542817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210549120597139,False
602,1211895050224568,L2,Available,Foster Foster Home,,L2-SF,,-,N,A0058638515,,,45,,05 year(s) 05 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1210469613783840,False
603,1210408099941269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210408096634613,False
604,1211895050495662,L1,Available,Foster Foster Home,,L1,,-,S,A0058520937,,,56,,01 year(s) 05 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1210282670385975,False
605,1211894915606501,L2,Available,Foster Foster Home,,L2 - SF,,-,S,A0058515382,,,39,,01 year(s) 03 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1210280171985945,False
606,1211894960492850,L1,Available,Foster Foster Home,,L1,,+,S,A0056354164,,,58,,06 year(s) 03 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1207805695918318,False
607,1211894959976786,L2,Microchip,Foster Friendly Finder,,L2-SF,,-,F,A0059726502,,,16,,01 year(s) 00 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211832331564956,False
608,1211894959950966,L1,Available,Foster Foster Home,,L1,,-,S,A0057663603,,,69,,03 year(s) 09 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1209175245383652,False
609,1211895050622125,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0055675268,,,42,,04 year(s) 07 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1207029515795744,False
610,1211894960509067,L1,Available,Foster Foster Home,,L1,,+,S,A0057054603,,,45,,03 year(s) 00 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1209239869662781,False
611,1208546898803264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1208546690283569,False
612,1211894960369361,L1,Available,Foster Foster Home,,L1,,-,S,A0057051256,,,54,,02 year(s) 00 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1208526217014165,False
613,1207450809984234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1207450857707034,False
614,1211894915849826,L1,Available,Foster Foster Home,,L1,,-,S,A0055697269,,,44,,03 year(s) 07 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1207058787633762,False
615,1211895050710061,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0054667066,,,52,,02 year(s) 07 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1205813313357785,False
616,1211894960856513,L1,Available,Foster Foster Home,,L1-2024-000263,,+,S,A0055062948,,,44,,04 year(s) 10 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1206293674881509,False
617,1211165576878737,L1,Available,A10,,,,,F,A0053636779,,,37,Court Mandate,3y 2m 24d,,,,,,,,,,,,,,,,,,,False,1204896331674593,False
618,1205511115692639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1205511187368438,False
619,1205458289483307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1205458316884146,False
620,1204597009650252,L1,,Foster,,,,,S,A883569,,,,Court Mandate,5 years 9 months,,,,,,,,,,,,,,,,,,,False,1201131265214840,False
621,1204848853917729,L2,,Foster,,-BR,,,N,A898038,,,,Court Mandate,1 years 8 months,,,,,,,,,,,,,,,,,,,False,1204462876298812,False
622,1211894916459092,L2,Available,Foster Foster Home,,A889029  L2-BR/A,,-,N,A0053626387,,,54,,04 year(s) 07 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1202008836789657,False
623,1211894960085750,L1,Available,Foster Foster Home,,L1,,-,S,A0055028046,,,67,,09 year(s) 09 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1206293324030231,False
624,1211894822873737,L2,Court,Foster Foster Home,,L2-OA,,-,S,A0054884374,,,36,,02 year(s) 10 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1206096620573920,False
625,1211894912821008,L1,Available,Foster Foster Home,,L1,,-,S,A0055941918,,,37,,04 year(s) 05 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1207352707550568,False
626,1211894960929933,L2,Available,Foster Foster Home,,L2-OA/H,,+,S,A0055954982,,,46,,04 year(s) 05 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1207354675796740,False
627,1211894960726445,L2,Available,Foster Foster Home,,L2-OA/H,,+,S,A0055954982,,,46,,04 year(s) 05 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1207354675796740,False
628,1211894913738000,L3,Available,Foster Foster Home,,L3 - BR,,+,N,A0056507497,,,38,,04 year(s) 03 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1208015861743652,False
629,1211894916049336,L2,Available,Foster Foster Home,,L2-LB,,-,S,A0053603468,,,42,,09 year(s) 07 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1206933571387725,False
630,1211894916580269,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0055785509,,,58,,03 year(s) 06 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1207174957338740,False
631,1211895050222895,L1,Available,Foster Foster Home,,L1,,-,S,A0056378001,,,43,,10 year(s) 02 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1207838466278475,False
632,1211894960515959,L1,Available,Foster Foster Home,,L1,,-,N,A0056598333,,,40,,02 year(s) 07 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1208118503594196,False
633,1211894959619493,L1,Available,Foster Foster Home,,L1,,-,S,A0055857982,,,37,,02 year(s) 06 month(s) 04 day(s),,,Walks politely on leash,,,,,,Super cuddler,2-Medium energy,,,,,,,,,False,1207260621249140,False
634,1211894960099252,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0056629500,,,42,,04 year(s) 02 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1208140761246278,False
635,1211894960185532,L1,Available,Foster Foster Home,,L1,,-,S,A0054649638,,,48,,05 year(s) 00 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1205795307921135,False
636,1211894960011827,L1,Available,Foster Foster Home,,A899764- L1,,-,N,A0053637006,,,43,,02 year(s) 06 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1207793408344604,False
637,1211894916171322,L1,Available,Foster Foster Home,,L1,,-,N,A0056647661,,,55,,04 year(s) 02 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1208164975919439,False
638,1211894916296825,L1,Available,Foster Foster Home,,L1,,-,S,A0056853475,,,53,,04 year(s) 01 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1208279960450710,False
639,1211895048582948,L1,Available,Foster Foster Home,,L1,,+,N,A0055971280,,,41,,02 year(s) 11 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1207378143273338,False
640,1211894916118421,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0056689698,,,44,,06 year(s) 02 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1208250971087119,False
641,1211894960901780,L1,Available,Foster Foster Home,,L1,,-,N,A0053632065,,,60,Court Mandate,11 year(s) 11 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1203364262448583,False
642,1211894915726155,L1,Available,Foster Foster Home,,L1,,-,N,A0057053942,,,44,,03 year(s) 00 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1208526220406834,False
643,1211895050280275,L1,Available,Foster Foster Home,,L1,,-,N,A0056989366,,,62,,02 year(s) 01 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1208443258739161,False
644,1211895051196348,L1,Available,Foster Foster Home,,L1,,-,N,A0056673936,,,60,,05 year(s) 02 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1208195045655479,False
645,1211894961370589,L1,Available,Foster Foster Home,,L1,,+,S,A0056932246,,,66,,05 year(s) 01 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1208368017010431,False
646,1211894959503829,L1,Available,Foster Foster Home,,L1,,+,N,A0056503718,,,93,,06 year(s) 03 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1207985847331840,False
